dom_len,is_ip,tld_len,subdom_cnt,digit_cnt,qm_cnt,amp_cnt,dot_cnt,dash_cnt,under_cnt,letter_ratio,digit_ratio,spec_ratio,is_https,slash_cnt,path_len,query_len,label
21,0,3,1,0,0,0,2,0,0,0.823529412,0.0,0.176470588,1,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.75862069,0.0,0.24137931,1,4,4,0,0
12,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,5,9,0,0
7,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3,0,0
10,0,3,1,0,0,0,2,0,0,0.72,0.0,0.28,0,4,4,0,0
13,0,2,1,0,0,0,2,0,0,0.75862069,0.0,0.24137931,1,4,4,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
6,0,3,1,1,0,0,3,0,1,0.731707317,0.024390244,0.243902439,0,5,23,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
14,0,3,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,1,0,0
15,0,2,1,0,0,0,2,1,0,0.741935484,0.0,0.258064516,1,4,4,0,0
8,0,2,1,0,0,0,3,0,0,0.757575758,0.0,0.242424242,0,4,14,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
12,0,3,0,0,0,0,1,0,0,0.75,0.0,0.25,0,3,1,0,0
9,0,5,1,0,0,0,3,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
14,0,3,0,0,0,0,1,0,0,0.772727273,0.0,0.227272727,0,3,1,0,0
8,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,1,3,3,0,0
10,0,3,0,0,0,0,1,0,0,0.722222222,0.0,0.277777778,0,3,1,0,0
9,0,2,1,0,0,0,3,0,0,0.763157895,0.0,0.236842105,0,5,18,0,0
11,0,2,1,0,0,0,2,0,0,0.730769231,0.0,0.269230769,0,4,4,0,0
18,0,5,1,0,0,0,3,0,0,0.766666667,0.0,0.233333333,0,3,1,0,0
11,0,2,1,0,0,0,2,0,0,0.76,0.0,0.24,0,3,3,0,0
11,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
16,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,1,3,1,0,0
6,0,3,1,0,0,0,3,0,1,0.75,0.0,0.25,0,5,23,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
6,0,2,1,0,0,0,3,0,0,0.769230769,0.0,0.230769231,0,5,22,0,0
22,0,3,1,0,0,0,2,1,0,0.783783784,0.0,0.216216216,0,4,4,0,0
8,0,2,2,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
10,0,6,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
10,0,3,0,9,0,0,2,4,0,0.592592593,0.166666667,0.240740741,0,5,35,0,0
19,0,3,0,0,0,0,1,0,0,0.827586207,0.0,0.172413793,0,3,3,0,0
6,0,2,1,1,1,0,2,0,0,0.608695652,0.043478261,0.347826087,0,3,1,4,0
8,0,2,1,0,0,0,2,0,0,0.695652174,0.0,0.304347826,0,4,4,0,0
10,0,3,1,0,0,0,2,3,0,0.806451613,0.0,0.193548387,0,6,41,0,0
9,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,1,3,1,0,0
21,0,2,1,0,0,0,3,1,0,0.826923077,0.0,0.173076923,0,4,20,0,0
9,0,6,1,0,0,0,3,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
9,0,6,0,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,5,0,0
16,0,3,1,0,0,0,2,1,0,0.75,0.0,0.25,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
6,0,2,1,0,0,0,3,0,0,0.740740741,0.0,0.259259259,0,3,10,0,0
10,0,6,1,0,0,0,4,0,0,0.787234043,0.0,0.212765957,0,5,26,0,0
7,0,2,1,0,0,0,2,0,0,0.75,0.0,0.25,1,4,9,0,0
11,0,2,1,0,0,0,3,0,0,0.766666667,0.0,0.233333333,0,3,8,0,0
14,0,2,0,0,0,0,1,0,0,0.782608696,0.0,0.217391304,1,3,1,0,0
13,0,2,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,3,0,0
12,0,3,1,0,0,0,3,1,3,0.770833333,0.0,0.229166667,0,3,25,0,0
11,0,5,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
12,0,2,0,0,0,0,1,0,0,0.739130435,0.0,0.260869565,0,4,4,0,0
8,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
17,0,2,1,0,0,0,2,1,0,0.756756757,0.0,0.243243243,1,5,8,0,0
12,0,2,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
9,0,2,1,0,0,0,2,0,0,0.794117647,0.0,0.205882353,0,4,14,0,0
10,0,6,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
9,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,3,0,0
11,0,3,1,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,1,3,1,0,0
9,0,5,1,9,0,0,4,1,0,0.583333333,0.1875,0.229166667,0,5,28,0,0
8,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
11,0,5,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
11,0,2,1,0,0,0,2,0,0,0.75,0.0,0.25,1,3,1,0,0
23,0,3,0,0,0,0,1,0,0,0.838709677,0.0,0.161290323,0,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
10,0,6,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.703703704,0.0,0.296296296,0,5,9,0,0
13,0,3,1,0,0,0,2,1,0,0.72,0.0,0.28,0,3,1,0,0
7,0,3,1,0,0,0,3,0,0,0.804347826,0.0,0.195652174,0,5,23,0,0
11,0,2,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,3,0,0
9,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
11,0,3,1,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,1,0,0
9,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
6,0,2,1,0,0,0,2,1,0,0.757575758,0.0,0.242424242,0,4,16,0,0
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
12,0,2,1,0,0,0,2,1,0,0.708333333,0.0,0.291666667,0,3,1,0,0
6,0,2,1,0,0,0,3,0,0,0.764705882,0.0,0.235294118,0,4,17,0,0
18,0,3,1,0,0,0,2,0,0,0.8,0.0,0.2,0,3,1,0,0
13,0,6,1,0,0,0,3,0,0,0.72,0.0,0.28,0,3,1,0,0
17,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,1,0,0
17,0,5,1,0,0,0,3,0,0,0.75862069,0.0,0.24137931,0,3,1,0,0
7,0,3,2,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,4,4,0,0
9,0,2,1,0,0,0,3,1,0,0.769230769,0.0,0.230769231,0,4,19,0,0
15,0,3,1,0,0,0,2,0,0,0.766666667,0.0,0.233333333,0,4,4,0,0
23,0,2,1,0,1,0,2,0,0,0.813953488,0.0,0.186046512,0,3,1,7,0
25,0,3,1,0,0,0,2,0,0,0.837837838,0.0,0.162162162,0,3,1,0,0
10,0,6,0,0,0,0,2,5,0,0.853932584,0.0,0.146067416,1,5,71,0,0
9,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,1,3,1,0,0
12,0,3,1,0,0,0,2,0,0,0.740740741,0.0,0.259259259,0,4,4,0,0
13,0,3,1,0,0,0,2,1,0,0.72,0.0,0.28,0,3,1,0,0
15,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,5,10,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
19,0,3,1,0,0,0,2,0,0,0.806451613,0.0,0.193548387,0,3,1,0,0
7,0,2,0,0,0,0,1,0,0,0.666666667,0.0,0.333333333,0,4,4,0,0
15,0,2,1,0,0,0,2,1,0,0.75,0.0,0.25,1,3,1,0,0
14,0,6,1,0,0,0,3,0,0,0.730769231,0.0,0.269230769,0,3,1,0,0
9,0,5,1,0,0,0,4,0,0,0.777777778,0.0,0.222222222,0,3,13,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
21,0,6,1,0,0,0,3,0,0,0.787878788,0.0,0.212121212,0,3,1,0,0
11,0,3,1,0,0,0,3,0,0,0.790697674,0.0,0.209302326,1,5,20,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
11,0,2,1,0,0,0,2,1,0,0.708333333,0.0,0.291666667,1,3,1,0,0
18,0,2,1,0,0,0,3,2,0,0.825396825,0.0,0.174603175,1,5,33,0,0
9,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,1,3,1,0,0
14,0,2,1,0,0,0,2,1,0,0.730769231,0.0,0.269230769,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
13,0,2,0,0,0,0,1,0,0,0.8,0.0,0.2,0,5,15,0,0
11,0,2,2,0,0,0,3,1,0,0.714285714,0.0,0.285714286,1,3,1,0,0
12,0,2,1,4,1,1,3,0,0,0.659090909,0.090909091,0.25,0,3,10,10,0
10,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
7,0,2,0,0,0,0,1,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
6,0,2,1,0,0,0,3,0,0,0.769230769,0.0,0.230769231,0,5,22,0,0
9,0,6,0,0,0,0,2,0,0,0.647058824,0.0,0.352941176,0,3,1,0,0
12,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
13,0,2,1,0,0,0,2,0,0,0.75862069,0.0,0.24137931,1,4,4,0,0
12,0,2,1,0,0,0,2,0,0,0.740740741,0.0,0.259259259,0,4,4,0,0
18,0,2,1,0,0,0,2,0,0,0.806451613,0.0,0.193548387,1,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.681818182,0.0,0.318181818,0,4,4,0,0
10,0,3,1,0,0,0,2,0,0,0.72,0.0,0.28,0,4,4,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
17,0,2,1,0,0,0,2,1,0,0.75,0.0,0.25,0,4,4,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
7,0,2,1,0,0,0,3,0,1,0.76744186,0.0,0.23255814,0,5,25,0,0
6,0,2,1,0,0,0,3,0,0,0.764705882,0.0,0.235294118,0,4,17,0,0
11,0,3,1,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3,0,0
9,0,3,1,0,0,0,2,0,0,0.774193548,0.0,0.225806452,1,4,10,0,0
10,0,3,1,0,0,0,2,0,0,0.76,0.0,0.24,1,3,3,0,0
15,0,3,1,0,0,0,2,1,0,0.740740741,0.0,0.259259259,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
16,0,3,1,0,0,0,2,1,0,0.75,0.0,0.25,0,3,1,0,0
6,0,2,1,0,0,0,3,0,0,0.783783784,0.0,0.216216216,1,4,19,0,0
21,0,3,1,0,0,0,2,1,0,0.777777778,0.0,0.222222222,0,4,4,0,0
10,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
7,0,3,1,0,0,0,3,0,0,0.75,0.0,0.25,0,3,11,0,0
9,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3,0,0
10,0,6,0,0,0,0,2,0,0,0.684210526,0.0,0.315789474,1,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
9,0,2,1,2,0,0,2,0,0,0.678571429,0.071428571,0.25,0,4,8,0,0
11,0,3,1,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3,0,0
8,0,2,2,1,1,0,4,1,1,0.75862069,0.017241379,0.224137931,0,4,18,10,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
10,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
8,0,2,2,0,0,0,3,0,0,0.774193548,0.0,0.225806452,0,3,7,0,0
16,0,2,1,0,0,0,2,1,0,0.740740741,0.0,0.259259259,0,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.72,0.0,0.28,0,4,4,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
6,0,2,0,0,0,0,1,0,0,0.714285714,0.0,0.285714286,1,2,0,0,0
11,0,2,1,0,0,0,3,1,0,0.717948718,0.0,0.282051282,0,6,17,0,0
8,0,2,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3,0,0
7,0,2,1,0,0,0,2,0,0,0.695652174,0.0,0.304347826,0,4,5,0,0
16,0,3,1,0,0,0,2,0,0,0.774193548,0.0,0.225806452,0,4,4,0,0
11,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.681818182,0.0,0.318181818,0,4,5,0,0
8,0,2,1,0,0,0,2,0,0,0.708333333,0.0,0.291666667,0,4,5,0,0
17,0,5,1,0,0,0,3,0,0,0.75862069,0.0,0.24137931,0,3,1,0,0
12,0,3,1,0,0,0,2,4,0,0.773584906,0.0,0.226415094,1,5,29,0,0
9,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
8,0,2,1,0,0,0,2,0,0,0.75,0.0,0.25,0,4,9,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
11,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
16,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,1,3,1,0,0
15,0,5,1,0,0,0,3,0,0,0.740740741,0.0,0.259259259,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
12,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
7,0,2,1,0,0,0,3,0,0,0.769230769,0.0,0.230769231,0,5,21,0,0
11,0,5,2,0,0,0,4,0,0,0.764705882,0.0,0.235294118,0,3,1,0,0
17,0,5,1,0,0,0,3,1,0,0.735294118,0.0,0.264705882,1,4,5,0,0
13,0,3,1,0,0,0,3,1,0,0.825396825,0.0,0.174603175,0,6,34,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
11,0,5,1,0,0,0,3,0,0,0.692307692,0.0,0.307692308,0,4,4,0,0
13,0,2,1,0,0,0,2,0,0,0.75,0.0,0.25,0,4,4,0,0
15,0,3,1,0,0,0,2,1,0,0.740740741,0.0,0.259259259,0,3,1,0,0
6,0,3,1,1,0,0,3,0,0,0.705882353,0.029411765,0.264705882,0,5,16,0,0
8,0,2,1,0,0,0,2,0,0,0.730769231,0.0,0.269230769,0,4,7,0,0
10,0,2,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
8,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,1,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
7,0,2,0,0,0,0,1,0,0,0.6875,0.0,0.3125,1,3,1,0,0
7,0,2,1,0,0,0,2,2,0,0.830188679,0.0,0.169811321,1,4,34,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
7,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,1,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3,0,0
5,0,2,2,0,0,0,3,0,0,0.740740741,0.0,0.259259259,0,3,1,0,0
16,0,3,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
7,0,2,0,0,0,0,1,0,0,0.666666667,0.0,0.333333333,0,4,4,0,0
7,0,3,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
6,0,2,1,0,0,0,3,0,0,0.741935484,0.0,0.258064516,1,4,13,0,0
11,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,5,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
11,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
17,0,2,1,0,0,0,3,1,0,0.761904762,0.0,0.238095238,0,5,14,0,0
13,0,6,1,0,0,0,4,0,1,0.756756757,0.0,0.243243243,0,3,13,0,0
13,0,3,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,1,0,0
17,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
9,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,1,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
7,0,3,1,0,0,0,2,0,0,0.741935484,0.0,0.258064516,0,5,13,0,0
13,0,2,1,4,1,0,3,0,0,0.704545455,0.090909091,0.204545455,0,3,11,8,0
14,0,3,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,1,0,0
7,0,2,1,5,0,0,2,1,1,0.66,0.1,0.24,0,7,32,0,0
6,0,2,1,0,0,0,2,0,0,0.708333333,0.0,0.291666667,0,4,7,0,0
8,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
9,0,2,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,1,3,1,0,0
9,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,1,3,1,0,0
10,0,2,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
15,0,6,0,0,0,0,2,0,0,0.730769231,0.0,0.269230769,0,4,4,0,0
10,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
7,0,3,2,0,0,0,3,0,0,0.730769231,0.0,0.269230769,1,3,1,0,0
14,0,6,1,0,0,0,3,0,0,0.730769231,0.0,0.269230769,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
8,0,2,0,0,0,0,1,0,3,0.763157895,0.0,0.236842105,0,4,23,0,0
10,0,4,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
9,0,3,0,0,0,0,1,0,0,0.705882353,0.0,0.294117647,0,3,1,0,0
16,0,5,1,0,0,0,3,0,0,0.757575758,0.0,0.242424242,0,4,6,0,0
24,0,2,1,0,0,0,2,1,0,0.794871795,0.0,0.205128205,0,4,4,0,0
6,0,3,1,0,0,0,2,0,0,0.8,0.0,0.2,1,4,17,0,0
21,0,3,1,0,0,0,2,1,0,0.787878788,0.0,0.212121212,0,3,1,0,0
12,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
10,0,6,1,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,3,0,0
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
12,0,6,0,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
25,0,5,0,0,0,0,2,0,0,0.818181818,0.0,0.181818182,0,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.741935484,0.0,0.258064516,0,4,9,0,0
13,0,5,2,0,0,0,4,0,0,0.757575758,0.0,0.242424242,1,3,1,0,0
17,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,1,0,0
14,0,3,1,0,0,0,2,0,0,0.76,0.0,0.24,0,3,1,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
13,0,2,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,1,0,0
6,0,2,2,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.736842105,0.0,0.263157895,1,2,0,0,0
7,0,2,1,0,1,1,3,0,1,0.803278689,0.0,0.196721311,1,3,9,32,0
8,0,2,1,0,0,0,3,1,0,0.71875,0.0,0.28125,0,4,13,0,0
11,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
9,0,5,2,1,0,0,4,1,0,0.666666667,0.033333333,0.3,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
7,0,3,1,0,0,0,3,0,0,0.771428571,0.0,0.228571429,1,4,16,0,0
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
12,0,6,1,0,1,0,4,0,0,0.75,0.0,0.25,0,3,9,7,0
8,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,3,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,4,4,0,0
13,0,3,1,0,0,0,2,0,0,0.84,0.0,0.16,1,5,25,0,0
14,0,3,0,0,0,0,1,0,0,0.782608696,0.0,0.217391304,1,3,1,0,0
16,0,2,1,0,0,0,2,1,0,0.756756757,0.0,0.243243243,0,5,10,0,0
7,0,2,1,0,0,0,2,0,0,0.695652174,0.0,0.304347826,1,4,4,0,0
5,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3,0,0
9,0,2,1,0,0,0,3,1,0,0.742857143,0.0,0.257142857,1,4,14,0,0
13,0,5,1,0,0,0,3,0,0,0.757575758,0.0,0.242424242,0,4,9,0,0
11,0,2,1,0,0,0,3,1,0,0.757575758,0.0,0.242424242,0,3,11,0,0
7,0,2,0,0,0,0,1,0,0,0.733333333,0.0,0.266666667,1,2,0,0,0
10,0,3,1,0,0,0,2,0,0,0.76,0.0,0.24,1,3,3,0,0
